id	filename	md5	size	state
31a2fa91-4e20-420e-b123-b8c99a36652b	31a2fa91-4e20-420e-b123-b8c99a36652b/nationwidechildrens.org_clinical.TCGA-A7-A0CG.xml	4ad8b008cf51b918a81c9ed65575ab95	75238	validated
323149a5-b38e-4cc3-adb2-fcad02347ddd	323149a5-b38e-4cc3-adb2-fcad02347ddd/nationwidechildrens.org_omf.TCGA-A2-A0CQ.xml	34478f50505defb294c8081560484bb6	11282	validated
33369ef8-609c-4e3e-9d72-0b9facdaaece	33369ef8-609c-4e3e-9d72-0b9facdaaece/nationwidechildrens.org_clinical.TCGA-AR-A0TY.xml	95c813b0a7acd0fe0d5617d4d25edd5a	85410	validated
33c36a80-c4af-47b7-a0bb-29ba0e4bd658	33c36a80-c4af-47b7-a0bb-29ba0e4bd658/nationwidechildrens.org_clinical.TCGA-A7-A0DB.xml	534316b79f333ecd6e602b7fe1450376	81379	validated
34439f4d-1606-41c3-8b83-bed8591eb0f8	34439f4d-1606-41c3-8b83-bed8591eb0f8/nationwidechildrens.org_clinical.TCGA-A8-A081.xml	37c1a1776f93cc93e20ed53616fdedbe	36314	validated
36f9ade7-bf38-4544-abbb-48edc6cad131	36f9ade7-bf38-4544-abbb-48edc6cad131/nationwidechildrens.org_clinical.TCGA-A2-A04P.xml	8d7aae8ba1099ee0a13535f8fe773b65	196171	validated
37298993-7dbf-45a8-ac37-70ea93f89c06	37298993-7dbf-45a8-ac37-70ea93f89c06/nationwidechildrens.org_clinical.TCGA-A8-A083.xml	8f7a81abc20a80b4d4b55d7f1fbe61e4	36313	validated
37798dd5-d083-4ef7-840f-5d9ed52dc460	37798dd5-d083-4ef7-840f-5d9ed52dc460/nationwidechildrens.org_clinical.TCGA-E2-A14O.xml	6783962a47e3523f30b005e4c1c78c5a	62452	validated
37939018-84b0-44ee-bf9f-cfdecd94370d	37939018-84b0-44ee-bf9f-cfdecd94370d/nationwidechildrens.org_clinical.TCGA-BH-A0B0.xml	35179a4fbee46b6d852ecfed41435ad7	67329	validated
37ca8d18-2f23-4afe-a9f5-6c75b629a980	37ca8d18-2f23-4afe-a9f5-6c75b629a980/nationwidechildrens.org_clinical.TCGA-AN-A0AJ.xml	5bfef6843bfe6f179a456374a0b4c65e	51406	validated
38d0617f-375a-4ac8-901c-bfb99a047f0a	38d0617f-375a-4ac8-901c-bfb99a047f0a/nationwidechildrens.org_clinical.TCGA-AN-A04C.xml	4088e97f4d16d1e39003946aad56bb97	51226	validated
3a000d1a-fb70-4946-925b-e3db436fbace	3a000d1a-fb70-4946-925b-e3db436fbace/nationwidechildrens.org_clinical.TCGA-BH-A0HO.xml	65e5dd935bc3f5e908f69c13f74585de	96154	validated
3b8ece2c-645e-4f1c-b7fd-5e957275e158	3b8ece2c-645e-4f1c-b7fd-5e957275e158/nationwidechildrens.org_clinical.TCGA-AN-A0FT.xml	f46c1b17b03466967a9786ffde3ea57c	51305	validated
3c5bb13b-26e2-41f2-915d-3ea152611b7e	3c5bb13b-26e2-41f2-915d-3ea152611b7e/nationwidechildrens.org_clinical.TCGA-B6-A0IM.xml	8676652bb425973d8f2606842f0a8cd5	50984	validated
3c69483e-4182-4d4f-9956-f4db9fa13529	3c69483e-4182-4d4f-9956-f4db9fa13529/nationwidechildrens.org_clinical.TCGA-AO-A03O.xml	38c82037595ebb132c65f6a46d8c17a7	81694	validated
3ca09685-0c0e-494a-bde0-661efae20be8	3ca09685-0c0e-494a-bde0-661efae20be8/nationwidechildrens.org_clinical.TCGA-BH-A0EI.xml	16d9659eaf4dbd82a33c82f2ed978faa	60368	validated
3cc30ed0-263e-4be1-bc66-2c015f054796	3cc30ed0-263e-4be1-bc66-2c015f054796/nationwidechildrens.org_clinical.TCGA-BH-A18J.xml	01388dac774f1a0607b6744f8c285afb	47066	validated
3e2e5cf3-c97f-4639-9a30-c1a98291c66d	3e2e5cf3-c97f-4639-9a30-c1a98291c66d/nationwidechildrens.org_clinical.TCGA-A8-A08J.xml	1c0911529a4d5e17504088b3be555fa3	50462	validated
3ec3f8cd-954e-4808-890f-3c01477a1a11	3ec3f8cd-954e-4808-890f-3c01477a1a11/nationwidechildrens.org_clinical.TCGA-C8-A9FZ.xml	44b80e431a9278379ded29bf228a8a64	88318	validated
3fb71d25-5241-4820-a3a9-c7debdd9db34	3fb71d25-5241-4820-a3a9-c7debdd9db34/nationwidechildrens.org_clinical.TCGA-A8-A0A2.xml	4316bd3ae9514453c7d9afdc3f791b3c	46789	validated
3fd204bf-0d36-463c-935e-7fd9630948ef	3fd204bf-0d36-463c-935e-7fd9630948ef/nationwidechildrens.org_clinical.TCGA-A7-A0CD.xml	9e6fd59e6e8b4834f13a699fba754f33	81567	validated
